codigo_barras,nome_produto,descricao
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,* LEITE SHEFA 1L UNI
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEIT SHEF 1 SEMI DES
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE LV/ SHEFA GF 1
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA GFA.INT.1L
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,#1702100#04011010# LEITE L.VIDA TIROL 1X1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA 1 L GARRAFA SEMI DESNATADO
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,L.SHEFA 1L GARRAFA
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,SHEFA LEITE UHT INTG GARRAFA
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE LV TIROL 1L TP SEMI DESN[UN1]
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA INTEGRAL G
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL I(2,01)"
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA 1L INT
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LETE SHEFA DESNATADO 1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA DESNATAD
7896185310033,LEITE UHT INTEGRAL SHEFA TP 1000ML,LEITE SHEFA INTEGRAL GARRAFA 1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT DESNATADO 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,L TIROL 1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA 1L DESNATADO UN
7896185310057,LEITE UHT SEMI DESNATADO SHEFA TP 1000ML,LEITE SHEFA UHT 1L SEMI-DESN
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,"LEITE TIROL 1L I(2,00)"
7896569400244,LEITE UHT INTEGRAL LIDER TP CAIXA 12 X 1000ML,LEITE INT LIDER 1LT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE INT TIROL TP 1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEIITE SHEFA INTEGRAL 1LT
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE%20SEMI%20DESNATADO%20SHEFA%20GFA%201LT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL INTEG
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA INTEGRAL
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L VIDA TIROL
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE L.V.SHEFA
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL 1L INTEGRAL
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA 1L GARRAFA SEMI-DESNATA
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE L V SHEFA GFA 1L I
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA INTEGRAL 1LT GFA
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA INTE GFA
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE INT TIR
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA 1LT INTEG
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL 1LT INTEGRAL
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA SEMI GFA
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE.LV.SHEFA GAR.1
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE L.V.SHEFA
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT GFA INTEGRAL S
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT INTEGRAL S
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA 1L GARRAFA D
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA GF 1L .
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE UHT INTEGRAL T
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA INTEGRAL PET 1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE LVIDA SHEFA PET 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L.V. TIROL INTEGRAL LT (R1178)
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT DESNAT SHEFA
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE L VIDA TIROL D
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA INT GFA 1LT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE LV TIROL 1LT INTEGRAL
7896569400244,LEITE UHT INTEGRAL LIDER TP CAIXA 12 X 1000ML,LEITE L.VIDA LIDER 1
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE L VIDA TIROL 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE UHT TIROL 1L INTEG
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LTE SHEFA G 1L INTEG
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL 1LT INTEG
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L. VIDA TIROL 1L INTEG
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL L V INT 1LT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,L VI SHEF GFA INT 1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA INTEGRAL GARRAFA 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,#0#04029900#LEITE TIROL INTEGRAL 1LT
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE LV TIROL 1L TP DESNATADO
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE L VIDA SHEFA GFA 1L SEMI
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE UHT TIROL INTEGRAL 1LI
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE LV INTEG.TIROL TIROL 1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA PET 1L DESNA
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE INTEGRAL SHEFA GARRAFA 1LT
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,L.UHT SHEFA PET.1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA UHT INTE
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,###LEITE TIROL INT.1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE LV TIROL INTEG 1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LV.SHEFA FRASCO 1L IN
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,L.TIROL INTEGRAL 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,# # #LEITE LV TIROL INT 1
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE LV SHEFA PET 1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA PET INTEGRAL
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,[PROMOCAO] LEITE TIROL 1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA GARRAFA 1LT SEMI DESNA FARDO 6
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(0,24)"
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE TIROL SEMI DESNATADO 1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA 1L SEMIDESNA
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE L.VIDA SHEFA GF 1L
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE LVIDA TIROL 1
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE L VIDA SHEFA 1L SEMIDESN
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA GARRAFA SEMI DESNATADO 1LT
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE L VIDA TIROL SEMI 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE LONGA VIDA TIROL 1LT INTEGRAL
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA 1L SEMI DESN
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE INTE TIROL 1
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,SHEFA DESN. DE GARRA
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L VIDA TIROL INT 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE UHT INTEGRAL TIROL 1L TP
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE INTEGRAL TIROL 1L UHT
7896569400206,LEITE UHT INTEGRAL LIDER TP 1000ML,LEITE UHT LIDER INTEGRAL 1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA GFA 1L DESNATADO
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE TIROL SEMIDESN
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA 1LT GFA SEMI
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE LV SEMI DESN T
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE INT.SHEFA 1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE L.V SHEFA SEMI DESN GFA 1LT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(0,33)"
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE L V SHEFA DESN 1LT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE UHT TIROL INTEG
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LTE INTEG TIROL 1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA DESN 1LT
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE TIROL SEMIDESNATADO 1 LITRO
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE L VIDA TIROL 1L SEMIDESN
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL 1
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(2,89)"
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA SEMIDESNATADO GARRAFA 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L.VIDA TIROL 100
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L/VIDA TIROL TP 1L INTEGRAL
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE UHT TP 1 L TIROL SEMI DESN
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,"LEITE SHEFA 1 I(0,12)"
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE L.V.SHEFA GFA.DESNATADO 1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE L VIDA SEMI DESN GRF SHEFA 1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA SEMI DESN G
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,*K* LEITE LONGA VIDA INTEGRAL TIROL 1L
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE L V TIROL 1 LT SEMI DESNATADO
7896185310033,LEITE UHT INTEGRAL SHEFA TP 1000ML,LEITE SHEFA LV 1LT INTEGRAL CX 12
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LTE DESN SHEFA GFA 1L
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE SEMIDESNAT TIROL 1LT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,1701600 4012010 LEITE LV TIROL 1L INTEGRAL
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE L VIDA SHEFA INT GFA 1L-PAI
7896256600339,LEITE UHT INTEGRAL TIROL TP CAIXA 12 X 1000ML,LEITE UHT TIROL 1LT INTEGRAL
7896185310057,LEITE UHT SEMI DESNATADO SHEFA TP 1000ML,LEITE SHEFA SEMI-D. 1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE GRF SHEFA 1L DESN
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE INTEGRAL 1L TI
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA S D
7896185310033,LEITE UHT INTEGRAL SHEFA TP 1000ML,LEITE SHEFA UHT INTEGRAL
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA 1 LT INT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE INTEGRAL
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L VIDA TIROL 1L IN
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE INTEGRAL 1 LT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,#1701600#04012010# LEITE L.VIDA TIROL 1X1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,SP LEITE LONGA VIDA TIROL 1L INT .
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA GARRAFINHA INTEGRAL 1L
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,"LEITE TIROL 1L I(0,48)"
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE L.V. TIROL SEMI-DESN. CI 1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE L.VIDA SHEFA GFA 1L SEMI
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L.VIDA TIROL INTEGRAL CXA 1 X 12 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(0,45)"
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA DESNATADO GARRAFA 1L NF ENTRADA 697503 06/07/2018
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL INTEGRAL 01L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA SD
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA INTEG 1L GRF
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA SEMI DESNATADO
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE TIROL SEMIDESN 1LT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE LONGA VIDA SHE
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE TIROL 1 LT
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA UHT SEMI DES.GARRAFA 1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA 1L SEMI DES
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA 1LT G INT
7896569400206,LEITE UHT INTEGRAL LIDER TP 1000ML,NOV LEITE LIDER UHT 1
7896185310057,LEITE UHT SEMI DESNATADO SHEFA TP 1000ML,LEITE LV SHEFA SIG 1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA SEMI DES. 1L GAR.
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,##04012010#PP LEITE INTEGRAL SHEFA UN
7896185310033,LEITE UHT INTEGRAL SHEFA TP 1000ML,LEITE LONGA VIDA SHEFA INTEGR
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE INTEGRAL SHEFA 1LT GARRAFA
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE UHT DESNATADO
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE LONGA VIDA TIROL 1L SEMI DESNATADO
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,#1701601#04012010#LEITE SHEFA
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL INTEGRA
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,L LV.SHEFA DES.1LT PET
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE LONGA VIDA SHEFA GARRAFA 1LT INTEGRAL
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE L.V SHEFA INTEG GF 1LT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL LV 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(0,65)"
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA DES GF
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL 1LT INTEGR
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE DESNATADO TIROL 1
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,PP LEITE L.V SHEFA I
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA S
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA INTEGRAL 1L GARRAF
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE INTEGRAL SHEFA 1L GARRAFA
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE LONGA VIDA SHEFA DESNATADO 1L GFA
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA SEMIDESNATADO GARRAFA 1L NF ENTRADA 668397 09/01/2018
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL 1LT 1LT
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE TIROL SEMI DESNATAD
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE LV TIROL INT UN001TP 1L (QTDE X PRECO) -/+ DESCONTO/ACRESCIMO = 1,000 X 2,3200000"
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA 1L SEMI DESNATADO GFA
7896185310057,LEITE UHT SEMI DESNATADO SHEFA TP 1000ML,LEITE L.VIDA SHEFA SEMIDESNAT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL I(0,17)"
7896569400206,LEITE UHT INTEGRAL LIDER TP 1000ML,[PROMOCAO] LEITE L.VI
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE LV SHEFA 1L S DESN
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA DESNAT.GFA.1
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL I(0,90)"
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL INT 1L UN
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE LV SEMID TIROL 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE UHT INT, TIROU 1L UN"
7896569400244,LEITE UHT INTEGRAL LIDER TP CAIXA 12 X 1000ML,"LEITE LIDER I(1,36)"
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE INTEGRAL TIROL 1LT CAIXA
7896569400220,LEITE UHT DESNATADO LIDER TP 1000ML,LEITE LIDER DESNATADO 1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE DESNATADO SHEFA GARRAFA
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA GARRAFA 1LT-
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA SEMI DESN UHT GARRAFA 1LT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE%20UHT%20TIROL%201LT%20INTEGRAL
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA 1 L
7896569400244,LEITE UHT INTEGRAL LIDER TP CAIXA 12 X 1000ML,"LEITE LIDER I(1,46)"
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE INT TIROL CX12
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE L. VIDA SHEFA DESNATADO 1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,"L SHEFA DESNA 1L PET-UN (QTDE X PRECO) -/+ DESCONTO/ACRESCIMO = 12,000 X 2,2900000"
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L VIDA TI
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA SEMI DESN PET 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L.V.TIROL INTEGRAL 1 L.
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA GFA 1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE GARRAFA INTEGR
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA 1L SEMID
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA DESNATADO GAR 1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA 1L INT GF
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(0,83)"
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA INTEGRAL GARRAFA 1L NF ENTRADA 660430 13/11/2017
7896256600339,LEITE UHT INTEGRAL TIROL TP CAIXA 12 X 1000ML,LEITE L VIDA TIROL 1000ML INTEGRAL
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,#1702600#04012010#LE
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE LONGA VIDA UHT TIROL SEMIDESNATADO 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LIMAO TAITI
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(0,97)"
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,[PROMOCAO] LEITE TIROL DESNATA
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA 1LT INTEGRAL GFA
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEIT SHEFA GF 1L SEMI DE
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,"LEITE TIROL 1L I(0,19)"
7896569400220,LEITE UHT DESNATADO LIDER TP 1000ML,LEITE UHT LIDER 1L DESN.
7896569400251,LEITE UHT SEMI DESNATADO LIDER TP CAIXA 12 X 1000ML,LEITE LIDER S DESN CX
7896569400244,LEITE UHT INTEGRAL LIDER TP CAIXA 12 X 1000ML,"LEITE LIDER I(4,20)"
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE TIROL SEMI DESNATADO TP 1L
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE L VIDA TIROL
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE UHT TIROL 1 LT IN
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEIT LV SHEFA 1LT
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SEMI DESNATADO PET SHEFA 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(0,70)"
7896569400244,LEITE UHT INTEGRAL LIDER TP CAIXA 12 X 1000ML,LEITE L V LIDER INT
7896569400251,LEITE UHT SEMI DESNATADO LIDER TP CAIXA 12 X 1000ML,LEITE LV LIDER SEMI DESNATADO 1L CX12
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE DESNATADO 1 LT
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,"LEITE SHEFA 1 I(0,70)"
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE UHT 1L TIROL
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL 1 L INTEGRAL 1 L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE.TIROL INT 1LT
7896256600339,LEITE UHT INTEGRAL TIROL TP CAIXA 12 X 1000ML,"LEITE TIROL I(1,91)"
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT GFA DESNATADO SHEFA
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE LONGA VIDA 1 LT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL 1L INTEG
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL I 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,[PROMOCAO] LEITE LONGA
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE LONGA VIDA TIROL
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE LV TIROL 1LT INT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE UHT TIROL TP 1L
