codigo_barras,nome_produto,descricao
7896256600315,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE L.V.TIROL SEMI
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L/V TIROL INT 1000M
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA 1L SEMI DESN UHT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA GFA 1LT IN
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA SEMI DESNATADO GF1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SEMI DDESNATADO
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA INTEGRAL GARRAFA 1 L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE L-VIDA SH
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE TIROL SEMIDES
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA SEMI GARRAFA 1L
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,"LEITE TIROL 1 I(1,79)"
7896185310033,LEITE UHT INTEGRAL SHEFA TP 1000ML,LEITE UHT INTEGRAL SHEF
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE LV TIROL 1LT SEMI DE
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA GFA 1LT (EXCETO Z.LACTOSE)
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE UHT TIROL 1L INTEGRAL
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA GARRAFA 1L INTEGRAL
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE INTEG TIROL 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE LONGA VIDA TIROL INTEGRAL 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,##04012010#LEITE TIROL INT UN
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE LONGA VIDA INTEG
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L V TIROL 1L IN
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE LV TIROL 1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA 1L GARRAFA S
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL 1 LT 1 L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL 1 LT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LTE LV TIROL INT 1LT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA 1L INT.
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SEMI DESN
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(0,25)"
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,"LEITE TIROL L.VIDA 1L, SEMIDESNATADO"
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L. V. TIROL IN..........
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA INT UHT 1L
7896569400244,LEITE UHT INTEGRAL LIDER TP CAIXA 12 X 1000ML,LEITE LIDER INTEGRAL 1 LT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE L V SHEFA INT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA INTEGRA
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE LV SHEFA 1L GF S.DESNATADO
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA GARRAFA 1LT SEMI DESNA UNIDADE
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LT LONGA VIDA SHEFA INTEGRAL 1L GF
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL INTEG. L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE INT TIROL 1LT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE L. VIDA SHEFA INTEGRAL 1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE LV SHEFA INTEGRAL GFA 1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE L VIDA SHEFA 1L INTEGRAL GF
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE LV SHEFA SEMI GFA 1LT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,L SHEFA GAR INT 1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA GARRAFA 1LT INTEGRAL UNIDADE
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,"LEITE SHEFA 1 I(0,13)"
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA 1 L PET SEMI DESNAT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEIT SHEFA INTE 1LT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LTE INTEG SHEFA GFA 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L.V TIROL INT 1LITRO
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA GARRAFA S.DESNATADO 1L
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE TIROL LITRO
7896185310033,LEITE UHT INTEGRAL SHEFA TP 1000ML,LEITE LONGA VIDA SHEFA INT
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE L.VIDA TIROL DESNATADO UND 1 X 1 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,L LV.TIROL INTEGRAL 1LT
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE DESNATADO SHEF
7896569400206,LEITE UHT INTEGRAL LIDER TP 1000ML,LEITE LIDER 1 L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA 1L INTEGRAL GARRAFA
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,##04011010#LEITE SHEFA UHT UND
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,##04012010#LEITE SHEFA UHT UND
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL INT CX12
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA INTEGRAL
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SEMI
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,SHEFA LEITE GARRAF. 1LT DESNATADO
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L.V. TIROL INTEGRAL LT R1178
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA INTEGGAR1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE UHT INTEGRAL TIROL
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,BOLO LARANJA KG
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA 01LT
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE LV SHEFA GARRA
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE LV SEMI D
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE LV SHEFA 1L GFA SEMI-DESNATADO
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LT UHT TIROL SEMI DE
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA DESNATADO GARRAFA 1L NF ENTRADA 29759 25/01/2018
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA 1L GARRA
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL INT 1LT
7896569400220,LEITE UHT DESNATADO LIDER TP 1000ML,LEITE LIDER DESNATADO TP 1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA GF 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L.V. TIROL 1L INTEG
7896569400244,LEITE UHT INTEGRAL LIDER TP CAIXA 12 X 1000ML,LEITE LIDER INTEGRAL
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,SHEFA INTEGRAL 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE LONGA V TIROL INTEG TP 1LT
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE TIROL 1LT SEMIDESNA
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA GFA 1L SEMIDESNAT
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,"LEITE TIROL 1 I(0,42)"
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA GFA SEMI DESNATADO 1 L
7896569400206,LEITE UHT INTEGRAL LIDER TP 1000ML,LEITE LIQ LIDER 1L I
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE%20LV%20INTEGRAL%20TIROL%201L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA 1LT LONGA VIDA GARRAFA SEMI DESNATADO
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE L V SHEFA PET 1 LT SEMI DESNATADO
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA 1LT GARRAFA DE
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA SEMI DESC 1L GRF
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE PET SHEFA 1LT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(1,15)"
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA GFA DESNATADO 1LT.
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LE LV SHEFA SEMI GFA 1
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA GFA 1L
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE LVTIROL 1LT DESNATADO
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA GFA INTEGRAL 1 L*
7896185310033,LEITE UHT INTEGRAL SHEFA TP 1000ML,LEITE SHEFA INTEGRAL 1 L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA 1LT SEMIDESNATADO GARRAFA
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE LV 1L SHEFA INT
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,SHEFA LEITE 1L PET S
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,TIROL LEITE UHT INTEGRAL TP 1LT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LTE.SHEFA INTEGRAL 1L
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE L.V.TIROL DESN.
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL 1 LITRO INT.
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE LG.VD.TIROL 1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA INTEGRAL 1 L GARRA
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA INTEGRAL GARRAFA 1L NF ENTRADA 697503 06/07/2018
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA DES.1LT
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE UHT TIROL 1 L DESNATADO
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,##08039000#BANANA PRATA KG
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE LV TIROL 1L SEM
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE LV TIROL SEM DESN 1L
7896256600339,LEITE UHT INTEGRAL TIROL TP CAIXA 12 X 1000ML,LEITE UHT TIROL 12X1L INTEGRAL
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,#17.026.00#0403.10.00#LEITE SHEFA INTEGRAL 1LT
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA 1LT SEMI
7896569400268,LEITE UHT DESNATADO LIDER TP CAIXA 12 X 1000ML,LEITE LV LIDER DESN 1LT
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,"L SHEFA SM DES 1L PT-UN C/1 (QTDE X PRECO) -/+ DESCONTO/ACRESCIMO = 1,000 X 2,7900000"
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L.V.TIROL INTEG.1L
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE TIRO SEMIDES1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL INTE 1 L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA INTEGRAL GARRAFA 1L NF ENTRADA 684640 17/04/2018
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,##04012010#LEITE LONGA VIDA SHE UNI
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE L.VIDA SHEFA 1L DE
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(5,38)"
7896185310040,LEITE UHT DESNATADO SHEFA TP 1000ML,LEITE SHEFA DESNATADO 1L
7896569400213,LEITE UHT SEMI DESNATADO LIDER TP 1000ML,LEITE LIDER UHT 1L SEMIDESNAT TP
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE TIROL DE
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE LVTIROL 1LT
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE LV TIROL SEMI.1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT GARRAFA SHEFA
7896569400206,LEITE UHT INTEGRAL LIDER TP 1000ML,C - LEITE UHT LIDER
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL INTEGRAL CX 1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITEINTEGRSHEFA1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA 1000
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(2,51)"
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE LV TIROL INT UN001TP 1L (QTDE X PRECO) -/+ DESCONTO/ACRESCIMO = 2,000 X 2,4500000"
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA 1L SEM D
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA GF INTEGRAL 1 LT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(0,21)"
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA GARRA 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE UHT TIROL INTEG 1
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,"LEITE TIROL 1L I(0,15)"
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L.VIDA TIROL INTEG
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,##04012010#LEITE SHEFA S/DES 1L UNI
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,TLEITE INT TIR
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA SEMI DESNA
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA DESNAT 1
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE UHT TIROL INTEGRAL TP 1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA GARRAFA 1LT-
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE LONGA VIDA SHEFA 1
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE LV SHEFA 1LT SEMI
7896569400206,LEITE UHT INTEGRAL LIDER TP 1000ML,[PROMOCAO] LEITE UHT LIDER 1L
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,TIROL LEITE SEMI DESNATADO 1
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,SHEFA LEITE UHT SEMI DESNATADO GARRAFA 1LT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA 1L INTEGRAL UHT
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,*K* LEITE LONGA VIDA DESNAT TIROL 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,1701600 4012010 LEITE L.VIDA TIROL INTEGRAL 1L
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA DESNATADO GARRAFA 1L NF ENTRADA 673897 08/02/2018
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE L VIDA SHEFA GF 1L DESN
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(1,08)"
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE INTEGRAL TIROL 1LT.
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE UHT TIROL 1
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA UHT DESN.1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE L.V.SHEFA GF 1L. SEMI DESNATADO
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE INT. SHEFA 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE UHT TIROL UNID.
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE INTE TIROL
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,LEITE TIROL SEMIDESNATADO 1LT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA GFA INT 1 LT
7896569400244,LEITE UHT INTEGRAL LIDER TP CAIXA 12 X 1000ML,LEITE LIDER TP 1L
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,"LEITE SHEFA I(1,08)"
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SEMI DES
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA PET 1L INTEGRAL
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA GARRAFA DESN 1
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA 1L SEMIDESNATADO GARRAFA
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA 1L DESNAT
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,LEITE UHT TIROL DESNA
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL 1L I(2,25)"
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE GARRAFA SHEFA DESN
7896569400206,LEITE UHT INTEGRAL LIDER TP 1000ML,LEITE LV LIDER INTEG
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA SEMI GARRAFA 1L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE L-VIDA TIROL 1
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA UHT DESN.
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEIT SHEFA 1L DESNAT
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SEMI DESNATADO SHEFA 1LT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,"LEITE SHEFA I(0,70)"
7896256600247,LEITE UHT DESNATADO LIGHT TIROL TP 1000ML,*PP LEITE TIROL DESNATAD UN
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE.LV.SHEFA GAR.1 PROD. PROX. VALIDAD
7896569400244,LEITE UHT INTEGRAL LIDER TP CAIXA 12 X 1000ML,LEITE INTEGRAL LIDER CX. C/ 12 UNID
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LT TIROL INT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,TIROL INTEGRAL
7896569400220,LEITE UHT DESNATADO LIDER TP 1000ML,LEITE LIDER DESNATADO 1LT
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,MUSSARELA KG
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE UHT SHEFA INTEGRAL GARRAFA 1L NF ENTRADA 36661 05/07/2018
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA GF 1L SE
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,"LEITE SHEFA INTEGRAL PET 1L - GF (QTDE X PRECO) -/+ DESCONTO/ACRESCIMO = 6,000 X 3,5900000"
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,"LEITE TIROL 1 I(0,99)"
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,SHEFA LEITE PET DESNATADO 1 L
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,"LEITE TIROL I(1,91)"
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,TIROL LEITE LVIDA 1LT
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,LEITE SHEFA INTEG PE
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA DESNT GARRAFA 1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,"LEITE SHEFA 1 I(0,23)"
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,[PROMOCAO] LEITE INTE
7896256600230,LEITE UHT SEMI DESNATADO TIROL TP 1000ML,"LEITE TIROL 1 I(0,51)"
7896256600223,LEITE UHT INTEGRAL TIROL TP 1000ML,LEITE TIROL INTEGRAL 1LITR
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE UHT SHEFA DESNATADO GARRAFA 1L NF ENTRADA 680263 20/03/2018
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE LONGA VIDA SHEFA 1L DESNATADO
7896256600339,LEITE UHT INTEGRAL TIROL TP CAIXA 12 X 1000ML,LEITE LV INTEGRAL TIROL 1L
7896185312402,LEITE UHT SEMI DESNATADO SHEFA GARRAFA 1000ML,"LEITE SHEFA 1 I(0,26)"
7896185312396,LEITE UHT INTEGRAL SHEFA GARRAFA 1000ML,"LEITE SHEFA I(0,35)"
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA 1000
7896185312419,LEITE UHT DESNATADO SHEFA GARRAFA 1000ML,LEITE SHEFA 1L DESNA
